facility_id,facility_name,address,city,state,zip_code,county_name,phone_number,condition,measure_id,measure_name,score,sample,footnote,start_date,end_date
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Emergency Department,EDV,Emergency department volume,high,,,01/01/2020,12/31/2020
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Preventive Care,IMM_3,Healthcare workers given influenza vaccination,71,2657,,10/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,106,212,,07/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,240,55,,07/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,5,07/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Emergency Department,OP_22,Left before being seen,2,49744,,01/01/2020,12/31/2020
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Emergency Department,OP_23,Head CT results,Not Available,Not Available,1,07/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,98,41,,01/01/2020,12/31/2020
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,Not Available,Not Available,5,01/01/2020,12/31/2020
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,5,07/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Pregnancy and Delivery Care,PC_01,Elective Delivery,0,34,2,07/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,19,74,2,07/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,69,29,2,07/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,Not Available,Not Available,"1, 2",07/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,59,74,2,07/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,61,38,2,07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Emergency Department,EDV,Emergency department volume,very high,,,01/01/2020,12/31/2020
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Preventive Care,IMM_3,Healthcare workers given influenza vaccination,77,10090,,10/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,232,282,,07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,360,15,,07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7,07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Emergency Department,OP_22,Left before being seen,1,77495,,01/01/2020,12/31/2020
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Emergency Department,OP_23,Head CT results,Not Available,Not Available,1,07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,81,137,,01/01/2020,12/31/2020
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,Not Available,Not Available,5,01/01/2020,12/31/2020
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,1,07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Pregnancy and Delivery Care,PC_01,Elective Delivery,4,67,2,07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,62,97,2,07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,77,82,2,07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,Not Available,Not Available,"1, 2",07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,91,98,2,07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91,68,2,07/01/2020,03/31/2021
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,Emergency Department,EDV,Emergency department volume,low,,,01/01/2020,12/31/2020
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,Preventive Care,IMM_3,Healthcare workers given influenza vaccination,73,1394,,10/01/2020,03/31/2021
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,115,272,,07/01/2020,03/31/2021
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,214,12,,07/01/2020,03/31/2021
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7,07/01/2020,03/31/2021
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,Emergency Department,OP_22,Left before being seen,0,15205,,01/01/2020,12/31/2020
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,Emergency Department,OP_23,Head CT results,Not Available,Not Available,1,07/01/2020,03/31/2021
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Not Available,Not Available,1,01/01/2020,12/31/2020
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,Not Available,Not Available,5,01/01/2020,12/31/2020
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,1,07/01/2020,03/31/2021
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,Pregnancy and Delivery Care,PC_01,Elective Delivery,Not Available,Not Available,7,07/01/2020,03/31/2021
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,80,46,2,07/01/2020,03/31/2021
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,90,42,2,07/01/2020,03/31/2021
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,100,11,2,07/01/2020,03/31/2021
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,94,47,2,07/01/2020,03/31/2021
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,97,32,2,07/01/2020,03/31/2021
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,Emergency Department,EDV,Emergency department volume,medium,,,01/01/2020,12/31/2020
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,Preventive Care,IMM_3,Healthcare workers given influenza vaccination,74,5095,,10/01/2020,03/31/2021
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,168,376,,07/01/2020,03/31/2021
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,Not Available,Not Available,1,07/01/2020,03/31/2021
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,5,07/01/2020,03/31/2021
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,Emergency Department,OP_22,Left before being seen,0,29519,,01/01/2020,12/31/2020
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,Emergency Department,OP_23,Head CT results,Not Available,Not Available,1,07/01/2020,03/31/2021
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Not Available,Not Available,1,01/01/2020,12/31/2020
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,Not Available,Not Available,5,01/01/2020,12/31/2020
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,5,07/01/2020,03/31/2021
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,Pregnancy and Delivery Care,PC_01,Elective Delivery,Not Available,Not Available,7,07/01/2020,03/31/2021
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,46,123,2,07/01/2020,03/31/2021
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,75,84,2,07/01/2020,03/31/2021
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,Not Available,Not Available,"1, 2",07/01/2020,03/31/2021
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,73,124,2,07/01/2020,03/31/2021
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,89,47,2,07/01/2020,03/31/2021
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,Emergency Department,EDV,Emergency department volume,very high,,,01/01/2020,12/31/2020
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,Preventive Care,IMM_3,Healthcare workers given influenza vaccination,74,14157,,10/01/2020,03/31/2021
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,202,261,,07/01/2020,03/31/2021
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,236,23,,07/01/2020,03/31/2021
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7,07/01/2020,03/31/2021
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,Emergency Department,OP_22,Left before being seen,1,158755,,01/01/2020,12/31/2020
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,Emergency Department,OP_23,Head CT results,69,49,,07/01/2020,03/31/2021
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,78,196,,01/01/2020,12/31/2020
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,Not Available,Not Available,5,01/01/2020,12/31/2020
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,52,24,,07/01/2020,03/31/2021
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,Pregnancy and Delivery Care,PC_01,Elective Delivery,6,50,2,07/01/2020,03/31/2021
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,46,89,2,07/01/2020,03/31/2021
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,86,57,2,07/01/2020,03/31/2021
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,73,11,2,07/01/2020,03/31/2021
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,74,89,2,07/01/2020,03/31/2021
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,83,54,2,07/01/2020,03/31/2021
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Emergency Department,EDV,Emergency department volume,high,,,01/01/2020,12/31/2020
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Preventive Care,IMM_3,Healthcare workers given influenza vaccination,82,5447,,10/01/2020,03/31/2021
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,242,267,,07/01/2020,03/31/2021
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,280,13,,07/01/2020,03/31/2021
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,5,07/01/2020,03/31/2021
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Emergency Department,OP_22,Left before being seen,2,56528,,01/01/2020,12/31/2020
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Emergency Department,OP_23,Head CT results,93,14,,07/01/2020,03/31/2021
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,96,107,,01/01/2020,12/31/2020
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,Not Available,Not Available,5,01/01/2020,12/31/2020
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,5,07/01/2020,03/31/2021
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Pregnancy and Delivery Care,PC_01,Elective Delivery,0,105,,07/01/2020,03/31/2021
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,71,85,2,07/01/2020,03/31/2021
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,86,72,2,07/01/2020,03/31/2021
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,90,21,2,07/01/2020,03/31/2021
