facility_id,facility_name,address,city,state,zip_code,county_name,phone_number,measure_id,measure_name,compared_to_national,denominator,score,lower_estimate,higher_estimate,number_of_patients,number_of_patients_returned,footnote,start_date,end_date
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,01/01/2018,12/31/2020
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,07/01/2020,12/31/2020
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,07/01/2020,12/31/2020
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,07/01/2020,12/31/2020
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,29,16.2,13.0,20.0,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,07/01/2017,12/01/2019
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,152,20.1,17.1,24.0,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,158,23.2,19.8,27.6,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,102,5.3,3.5,7.6,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),Worse Than the National Rate,592,17.3,15.7,18.8,Not Applicable,Not Applicable,,07/01/2019,12/01/2019
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,165,17.6,14.7,20.8,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 474-6000,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,07/01/2017,12/01/2019
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 474-6000,EDAC_30_HF,Hospital return days for heart failure patients,More Days Than Average per 100 Discharges,153,29.3,3.8,60.4,133,59,,07/01/2017,12/01/2019
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 474-6000,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,192,44.3,16.9,73.1,173,40,,07/01/2017,12/01/2019
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 474-6000,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,206,14.6,10.2,20.9,Not Applicable,Not Applicable,,01/01/2018,12/31/2020
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 474-6000,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,07/01/2020,12/31/2020
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 474-6000,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,07/01/2020,12/31/2020
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 474-6000,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,223,0.8,0.5,1.1,Not Applicable,Not Applicable,,07/01/2020,12/31/2020
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 474-6000,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,07/01/2017,12/01/2019
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 474-6000,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,07/01/2017,12/01/2019
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 474-6000,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,156,19.6,16.4,23.3,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 474-6000,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,153,22.9,19.2,27.0,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 474-6000,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,520,4.4,3.2,5.7,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 474-6000,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),No Different Than the National Rate,632,16.1,14.6,17.6,Not Applicable,Not Applicable,,07/01/2019,12/01/2019
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 474-6000,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,192,16.2,13.5,19.2,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,(631) 376-3000,EDAC_30_AMI,Hospital return days for heart attack patients,More Days Than Average per 100 Discharges,312,44.3,22.7,69.4,304,88,,07/01/2017,12/01/2019
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,(631) 376-3000,EDAC_30_HF,Hospital return days for heart failure patients,More Days Than Average per 100 Discharges,743,52,33.3,72.1,604,236,,07/01/2017,12/01/2019
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,(631) 376-3000,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,963,56,39.9,73,857,254,,07/01/2017,12/01/2019
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,(631) 376-3000,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,195,15.5,11,22,Not Applicable,Not Applicable,,01/01/2018,12/31/2020
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,(631) 376-3000,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,116,6.5,4.7,9.1,Not Applicable,Not Applicable,,07/01/2020,12/31/2020
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,(631) 376-3000,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,116,3.4,2.1,5.5,Not Applicable,Not Applicable,,07/01/2020,12/31/2020
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,(631) 376-3000,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,333,0.9,0.7,1.3,Not Applicable,Not Applicable,,07/01/2020,12/31/2020
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,(631) 376-3000,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,312,17.1,14.6,19.9,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,(631) 376-3000,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,161,14.1,10.9,18.1,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,(631) 376-3000,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,500,20.4,17.9,23.1,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,(631) 376-3000,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Worse Than the National Rate,743,26.5,23.9,29.1,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,(631) 376-3000,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,184,4.5,3.1,6.3,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,(631) 376-3000,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),No Different Than the National Rate,2402,16.3,15.3,17.2,Not Applicable,Not Applicable,,07/01/2019,12/01/2019
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,(631) 376-3000,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,Worse Than the National Rate,963,19.2,17.2,21.2,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,(631) 444-4000,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,669,12,-2.1,27.2,643,180,,07/01/2017,12/01/2019
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,(631) 444-4000,EDAC_30_HF,Hospital return days for heart failure patients,More Days Than Average per 100 Discharges,1520,36.8,23.2,51,1194,427,,07/01/2017,12/01/2019
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,(631) 444-4000,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,1377,18.4,5.9,31.6,1249,300,,07/01/2017,12/01/2019
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,(631) 444-4000,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,3248,11.7,9.3,14.8,Not Applicable,Not Applicable,,01/01/2018,12/31/2020
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,(631) 444-4000,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,384,7,5.3,9.3,Not Applicable,Not Applicable,,07/01/2020,12/31/2020
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,(631) 444-4000,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Better Than the National Rate,384,2.6,1.7,4.1,Not Applicable,Not Applicable,,07/01/2020,12/31/2020
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,(631) 444-4000,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,952,1.1,0.9,1.4,Not Applicable,Not Applicable,,07/01/2020,12/31/2020
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,(631) 444-4000,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,669,15.2,13.3,17.3,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,(631) 444-4000,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,139,11.1,8.2,14.7,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,(631) 444-4000,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,483,18.9,16.7,21.5,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,(631) 444-4000,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,1520,23.4,21.5,25.3,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,(631) 444-4000,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,629,3.2,2.4,4.3,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,(631) 444-4000,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),No Different Than the National Rate,4586,15.5,14.8,16.4,Not Applicable,Not Applicable,,07/01/2019,12/01/2019
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,(631) 444-4000,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,1377,15.7,14.1,17.2,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,(631) 862-3000,EDAC_30_AMI,Hospital return days for heart attack patients,More Days Than Average per 100 Discharges,118,56.8,26.1,94.5,114,31,,07/01/2017,12/01/2019
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,(631) 862-3000,EDAC_30_HF,Hospital return days for heart failure patients,More Days Than Average per 100 Discharges,528,48.8,28,72.5,427,169,,07/01/2017,12/01/2019
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,(631) 862-3000,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,366,25.1,6,46.5,342,85,,07/01/2017,12/01/2019
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,(631) 862-3000,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,948,12,8.8,16.5,Not Applicable,Not Applicable,,01/01/2018,12/31/2020
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,(631) 862-3000,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,07/01/2020,12/31/2020
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,(631) 862-3000,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,07/01/2020,12/31/2020
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,(631) 862-3000,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,257,1.1,0.8,1.5,Not Applicable,Not Applicable,,07/01/2020,12/31/2020
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,(631) 862-3000,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,118,16.7,13.8,20.4,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,(631) 862-3000,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,07/01/2017,12/01/2019
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,(631) 862-3000,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,310,18,15.4,20.9,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,(631) 862-3000,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,528,20.8,18.3,23.7,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,(631) 862-3000,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,99,3.5,2.4,5.2,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,(631) 862-3000,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),No Different Than the National Rate,1626,16.5,15.3,17.6,Not Applicable,Not Applicable,,07/01/2019,12/01/2019
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,(631) 862-3000,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,366,15.6,13.3,18.3,Not Applicable,Not Applicable,,07/01/2017,12/01/2019
